'gaze_vector':0.02, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':6.517335, 'gaze_vector_x':0.01522539, 'gaze_vector_y':0.05454346, 'gaze_vector_z':0.9983876
'gaze_vector':6.532299, 'gaze_vector_x':0.02699208, 'gaze_vector_y':0.05274591, 'gaze_vector_z':0.9982404
'gaze_vector':6.543884, 'gaze_vector_x':0.03845378, 'gaze_vector_y':0.05573519, 'gaze_vector_z':0.9977043
'gaze_vector':6.559027, 'gaze_vector_x':0.049756, 'gaze_vector_y':0.05509254, 'gaze_vector_z':0.9972389
'gaze_vector':6.570941, 'gaze_vector_x':0.06908456, 'gaze_vector_y':0.05167056, 'gaze_vector_z':0.9962674
'gaze_vector':6.584651, 'gaze_vector_x':0.09115364, 'gaze_vector_y':0.05499861, 'gaze_vector_z':0.9943089
'gaze_vector':6.596943, 'gaze_vector_x':0.09237302, 'gaze_vector_y':0.05382298, 'gaze_vector_z':0.9942662
'gaze_vector':6.609917, 'gaze_vector_x':0.1028912, 'gaze_vector_y':0.05733917, 'gaze_vector_z':0.9930252
'gaze_vector':6.621787, 'gaze_vector_x':0.1097596, 'gaze_vector_y':0.05618097, 'gaze_vector_z':0.9923662
'gaze_vector':6.634006, 'gaze_vector_x':0.1199475, 'gaze_vector_y':0.05267649, 'gaze_vector_z':0.9913741
'gaze_vector':6.645464, 'gaze_vector_x':0.1260556, 'gaze_vector_y':0.0514852, 'gaze_vector_z':0.9906776
'gaze_vector':6.659861, 'gaze_vector_x':0.1485351, 'gaze_vector_y':0.05798548, 'gaze_vector_z':0.9871991
'gaze_vector':6.671088, 'gaze_vector_x':0.1665116, 'gaze_vector_y':0.05717619, 'gaze_vector_z':0.9843799
'gaze_vector':6.683682, 'gaze_vector_x':0.1778524, 'gaze_vector_y':0.05559842, 'gaze_vector_z':0.9824798
'gaze_vector':6.69409, 'gaze_vector_x':0.1958276, 'gaze_vector_y':0.04654317, 'gaze_vector_z':0.979522
'gaze_vector':6.707818, 'gaze_vector_x':0.2059849, 'gaze_vector_y':0.04640042, 'gaze_vector_z':0.977453
'gaze_vector':6.719149, 'gaze_vector_x':0.2174001, 'gaze_vector_y':0.04677173, 'gaze_vector_z':0.9749552
'gaze_vector':6.731116, 'gaze_vector_x':0.2274926, 'gaze_vector_y':0.05035125, 'gaze_vector_z':0.9724641
'gaze_vector':6.745961, 'gaze_vector_x':0.2384083, 'gaze_vector_y':0.05306146, 'gaze_vector_z':0.9697041
'gaze_vector':6.758312, 'gaze_vector_x':0.2482827, 'gaze_vector_y':0.05140082, 'gaze_vector_z':0.9673105
'gaze_vector':6.76781, 'gaze_vector_x':0.2486249, 'gaze_vector_y':0.05938511, 'gaze_vector_z':0.9667704
'gaze_vector':6.780947, 'gaze_vector_x':0.2641732, 'gaze_vector_y':0.06092709, 'gaze_vector_z':0.9625475
'gaze_vector':6.794073, 'gaze_vector_x':0.273414, 'gaze_vector_y':0.06284538, 'gaze_vector_z':0.9598325
'gaze_vector':6.805273, 'gaze_vector_x':0.2837598, 'gaze_vector_y':0.0636857, 'gaze_vector_z':0.9567685
'gaze_vector':6.815711, 'gaze_vector_x':0.2918036, 'gaze_vector_y':0.06423853, 'gaze_vector_z':0.9543173
'gaze_vector':6.827569, 'gaze_vector_x':0.2998479, 'gaze_vector_y':0.06406529, 'gaze_vector_z':0.9518299
'gaze_vector':6.840482, 'gaze_vector_x':0.3099079, 'gaze_vector_y':0.06408168, 'gaze_vector_z':0.9485989
'gaze_vector':6.852507, 'gaze_vector_x':0.3301516, 'gaze_vector_y':0.06299579, 'gaze_vector_z':0.9418124
'gaze_vector':6.872233, 'gaze_vector_x':0.3459968, 'gaze_vector_y':0.0584898, 'gaze_vector_z':0.9364049
'gaze_vector':6.884802, 'gaze_vector_x':0.3529581, 'gaze_vector_y':0.05891265, 'gaze_vector_z':0.933776
'gaze_vector':6.897251, 'gaze_vector_x':0.3602179, 'gaze_vector_y':0.06077225, 'gaze_vector_z':0.9308805
'gaze_vector':6.909956, 'gaze_vector_x':0.3696638, 'gaze_vector_y':0.06309666, 'gaze_vector_z':0.9270144
'gaze_vector':6.921007, 'gaze_vector_x':0.377066, 'gaze_vector_y':0.0623255, 'gaze_vector_z':0.9240764
'gaze_vector':6.934554, 'gaze_vector_x':0.3833392, 'gaze_vector_y':0.06057247, 'gaze_vector_z':0.921613
'gaze_vector':6.94613, 'gaze_vector_x':0.3889334, 'gaze_vector_y':0.0608367, 'gaze_vector_z':0.9192383
'gaze_vector':6.958739, 'gaze_vector_x':0.3990875, 'gaze_vector_y':0.06274618, 'gaze_vector_z':0.9147514
'gaze_vector':6.970471, 'gaze_vector_x':0.4057337, 'gaze_vector_y':0.06094801, 'gaze_vector_z':0.9119511
'gaze_vector':6.983279, 'gaze_vector_x':0.4113019, 'gaze_vector_y':0.05958146, 'gaze_vector_z':0.9095379
'gaze_vector':6.993203, 'gaze_vector_x':0.4166074, 'gaze_vector_y':0.0586153, 'gaze_vector_z':0.9071913
'gaze_vector':7.005692, 'gaze_vector_x':0.4205261, 'gaze_vector_y':0.05958419, 'gaze_vector_z':0.9053133
'gaze_vector':7.021387, 'gaze_vector_x':0.4237343, 'gaze_vector_y':0.05937348, 'gaze_vector_z':0.9038359
'gaze_vector':7.034796, 'gaze_vector_x':0.4237989, 'gaze_vector_y':0.05956854, 'gaze_vector_z':0.903789
'gaze_vector':7.046228, 'gaze_vector_x':0.4268755, 'gaze_vector_y':0.05961721, 'gaze_vector_z':0.9023376
'gaze_vector':7.058451, 'gaze_vector_x':0.4327369, 'gaze_vector_y':0.05977566, 'gaze_vector_z':0.8995286
'gaze_vector':7.073918, 'gaze_vector_x':0.4336498, 'gaze_vector_y':0.05688255, 'gaze_vector_z':0.8992823
'gaze_vector':7.085133, 'gaze_vector_x':0.435089, 'gaze_vector_y':0.05489279, 'gaze_vector_z':0.898708
'gaze_vector':7.096981, 'gaze_vector_x':0.4365926, 'gaze_vector_y':0.05209307, 'gaze_vector_z':0.8981354
'gaze_vector':7.10821, 'gaze_vector_x':0.4380021, 'gaze_vector_y':0.05457626, 'gaze_vector_z':0.8973016
'gaze_vector':7.121298, 'gaze_vector_x':0.4407078, 'gaze_vector_y':0.05419343, 'gaze_vector_z':0.8959991
'gaze_vector':7.132915, 'gaze_vector_x':0.4440444, 'gaze_vector_y':0.05454949, 'gaze_vector_z':0.8943286
'gaze_vector':7.142941, 'gaze_vector_x':0.4469314, 'gaze_vector_y':0.05200973, 'gaze_vector_z':0.893046
'gaze_vector':7.153012, 'gaze_vector_x':0.4490886, 'gaze_vector_y':0.05330084, 'gaze_vector_z':0.8918937
'gaze_vector':7.165178, 'gaze_vector_x':0.4525037, 'gaze_vector_y':0.05191569, 'gaze_vector_z':0.8902466
'gaze_vector':7.177119, 'gaze_vector_x':0.4531308, 'gaze_vector_y':0.05197782, 'gaze_vector_z':0.8899266
'gaze_vector':7.190403, 'gaze_vector_x':0.4582682, 'gaze_vector_y':0.05168039, 'gaze_vector_z':0.8872958
'gaze_vector':7.202092, 'gaze_vector_x':0.4642191, 'gaze_vector_y':0.05221467, 'gaze_vector_z':0.8841794
'gaze_vector':7.214547, 'gaze_vector_x':0.470202, 'gaze_vector_y':0.05419576, 'gaze_vector_z':0.8808817
'gaze_vector':7.227149, 'gaze_vector_x':0.4674216, 'gaze_vector_y':0.05455742, 'gaze_vector_z':0.8823346
'gaze_vector':7.239996, 'gaze_vector_x':0.4641158, 'gaze_vector_y':0.05028488, 'gaze_vector_z':0.884343
'gaze_vector':7.250484, 'gaze_vector_x':0.4621893, 'gaze_vector_y':0.05147018, 'gaze_vector_z':0.8852843
'gaze_vector':7.262861, 'gaze_vector_x':0.4567268, 'gaze_vector_y':0.04998293, 'gaze_vector_z':0.8881885
'gaze_vector':7.27525, 'gaze_vector_x':0.4475922, 'gaze_vector_y':0.04839772, 'gaze_vector_z':0.8929247
'gaze_vector':7.285263, 'gaze_vector_x':0.4420945, 'gaze_vector_y':0.0438283, 'gaze_vector_z':0.8958855
'gaze_vector':7.297633, 'gaze_vector_x':0.432346, 'gaze_vector_y':0.05736831, 'gaze_vector_z':0.8998657
'gaze_vector':7.309444, 'gaze_vector_x':0.4194878, 'gaze_vector_y':0.06093809, 'gaze_vector_z':0.9057072
'gaze_vector':7.322468, 'gaze_vector_x':0.4182666, 'gaze_vector_y':0.06479754, 'gaze_vector_z':0.9059946
'gaze_vector':7.333316, 'gaze_vector_x':0.4113142, 'gaze_vector_y':0.04991288, 'gaze_vector_z':0.9101148
'gaze_vector':7.345189, 'gaze_vector_x':0.4212695, 'gaze_vector_y':0.06015212, 'gaze_vector_z':0.9049237
'gaze_vector':7.357083, 'gaze_vector_x':0.4271712, 'gaze_vector_y':-0.03597187, 'gaze_vector_z':0.9034389
'gaze_vector':7.367579, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':7.380426, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':7.392442, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':7.403929, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':7.416737, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':7.427382, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':7.438174, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':7.449269, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':7.460699, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':7.473363, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':7.483156, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':7.492651, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':7.505266, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':7.515893, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':7.525389, 'gaze_vector_x':0.1501628, 'gaze_vector_y':0.04605782, 'gaze_vector_z':0.9875753
'gaze_vector':7.537031, 'gaze_vector_x':0.1264782, 'gaze_vector_y':0.03640922, 'gaze_vector_z':0.9912947
'gaze_vector':7.552248, 'gaze_vector_x':0.1481319, 'gaze_vector_y':0.03323447, 'gaze_vector_z':0.9884066
'gaze_vector':7.567499, 'gaze_vector_x':0.1316242, 'gaze_vector_y':0.02685762, 'gaze_vector_z':0.9909324
'gaze_vector':7.578752, 'gaze_vector_x':0.1154173, 'gaze_vector_y':0.03093835, 'gaze_vector_z':0.992825
'gaze_vector':7.592106, 'gaze_vector_x':0.1008032, 'gaze_vector_y':0.04297643, 'gaze_vector_z':0.9939665
'gaze_vector':7.604108, 'gaze_vector_x':0.08205859, 'gaze_vector_y':0.03771731, 'gaze_vector_z':0.995912
'gaze_vector':7.61656, 'gaze_vector_x':0.06872521, 'gaze_vector_y':0.03418224, 'gaze_vector_z':0.9970367
'gaze_vector':7.627234, 'gaze_vector_x':0.0341049, 'gaze_vector_y':0.04065739, 'gaze_vector_z':0.9985764
'gaze_vector':7.639705, 'gaze_vector_x':0.02241009, 'gaze_vector_y':0.0417456, 'gaze_vector_z':0.9988657
'gaze_vector':7.654521, 'gaze_vector_x':0.01144978, 'gaze_vector_y':0.04738606, 'gaze_vector_z':0.9988024
'gaze_vector':7.667156, 'gaze_vector_x':-0.0007282197, 'gaze_vector_y':0.05070508, 'gaze_vector_z':0.998711
'gaze_vector':7.679504, 'gaze_vector_x':-0.006440856, 'gaze_vector_y':0.0460287, 'gaze_vector_z':0.9989047
'gaze_vector':7.692042, 'gaze_vector_x':-0.0168604, 'gaze_vector_y':0.04301434, 'gaze_vector_z':0.9989285
'gaze_vector':7.704451, 'gaze_vector_x':-0.03263537, 'gaze_vector_y':0.04002026, 'gaze_vector_z':0.9986631
'gaze_vector':7.71572, 'gaze_vector_x':-0.03728626, 'gaze_vector_y':0.04149941, 'gaze_vector_z':0.9984409
'gaze_vector':7.727973, 'gaze_vector_x':-0.04428708, 'gaze_vector_y':0.04142193, 'gaze_vector_z':0.9981546
'gaze_vector':7.737691, 'gaze_vector_x':-0.0491041, 'gaze_vector_y':0.03886487, 'gaze_vector_z':0.9980276
'gaze_vector':7.751996, 'gaze_vector_x':-0.0530367, 'gaze_vector_y':0.03675818, 'gaze_vector_z':0.9979077
'gaze_vector':7.76414, 'gaze_vector_x':-0.06401551, 'gaze_vector_y':0.03652018, 'gaze_vector_z':0.9972773
'gaze_vector':7.775479, 'gaze_vector_x':-0.07533606, 'gaze_vector_y':0.0383966, 'gaze_vector_z':0.9964094
'gaze_vector':7.789477, 'gaze_vector_x':-0.08611974, 'gaze_vector_y':0.04023638, 'gaze_vector_z':0.9954575
'gaze_vector':7.802018, 'gaze_vector_x':-0.1076369, 'gaze_vector_y':0.04874429, 'gaze_vector_z':0.9929919
'gaze_vector':7.814658, 'gaze_vector_x':-0.1271195, 'gaze_vector_y':0.05006018, 'gaze_vector_z':0.99061
'gaze_vector':7.825164, 'gaze_vector_x':-0.1384139, 'gaze_vector_y':0.0516346, 'gaze_vector_z':0.98902
'gaze_vector':7.838709, 'gaze_vector_x':-0.1486894, 'gaze_vector_y':0.05112969, 'gaze_vector_z':0.9875553
'gaze_vector':7.849802, 'gaze_vector_x':-0.1584384, 'gaze_vector_y':0.05069654, 'gaze_vector_z':0.9860514
'gaze_vector':7.859944, 'gaze_vector_x':-0.1680708, 'gaze_vector_y':0.04958092, 'gaze_vector_z':0.9845213
'gaze_vector':7.871291, 'gaze_vector_x':-0.1790236, 'gaze_vector_y':0.04912314, 'gaze_vector_z':0.9826029
'gaze_vector':7.88422, 'gaze_vector_x':-0.1807141, 'gaze_vector_y':0.05187682, 'gaze_vector_z':0.9821635
'gaze_vector':7.894738, 'gaze_vector_x':-0.1902777, 'gaze_vector_y':0.05170265, 'gaze_vector_z':0.9803565
'gaze_vector':7.905571, 'gaze_vector_x':-0.1994064, 'gaze_vector_y':0.0520725, 'gaze_vector_z':0.9785274
'gaze_vector':7.916926, 'gaze_vector_x':-0.2080757, 'gaze_vector_y':0.05321086, 'gaze_vector_z':0.9766532
'gaze_vector':7.930292, 'gaze_vector_x':-0.2139845, 'gaze_vector_y':0.05438255, 'gaze_vector_z':0.9753214
'gaze_vector':7.942074, 'gaze_vector_x':-0.2191502, 'gaze_vector_y':0.05631588, 'gaze_vector_z':0.9740515
'gaze_vector':7.95465, 'gaze_vector_x':-0.2284251, 'gaze_vector_y':0.0585146, 'gaze_vector_z':0.9717942
'gaze_vector':7.966113, 'gaze_vector_x':-0.2370291, 'gaze_vector_y':0.05936593, 'gaze_vector_z':0.9696775
'gaze_vector':7.978524, 'gaze_vector_x':-0.2458651, 'gaze_vector_y':0.05893873, 'gaze_vector_z':0.9675093
'gaze_vector':7.990664, 'gaze_vector_x':-0.2549436, 'gaze_vector_y':0.05718542, 'gaze_vector_z':0.9652579
'gaze_vector':8.00085, 'gaze_vector_x':-0.2641836, 'gaze_vector_y':0.05569983, 'gaze_vector_z':0.962858
'gaze_vector':8.011987, 'gaze_vector_x':-0.2752612, 'gaze_vector_y':0.0537296, 'gaze_vector_z':0.9598659
'gaze_vector':8.025075, 'gaze_vector_x':-0.2863576, 'gaze_vector_y':0.05594876, 'gaze_vector_z':0.9564814
'gaze_vector':8.03736, 'gaze_vector_x':-0.2991841, 'gaze_vector_y':0.05624627, 'gaze_vector_z':0.9525329
'gaze_vector':8.051916, 'gaze_vector_x':-0.3051813, 'gaze_vector_y':0.05485202, 'gaze_vector_z':0.9507096
'gaze_vector':8.064141, 'gaze_vector_x':-0.3172202, 'gaze_vector_y':0.05701174, 'gaze_vector_z':0.9466229
'gaze_vector':8.077295, 'gaze_vector_x':-0.3277493, 'gaze_vector_y':0.05317788, 'gaze_vector_z':0.9432638
'gaze_vector':8.089875, 'gaze_vector_x':-0.3375799, 'gaze_vector_y':0.05241896, 'gaze_vector_z':0.9398237
'gaze_vector':8.100064, 'gaze_vector_x':-0.3466388, 'gaze_vector_y':0.05167609, 'gaze_vector_z':0.9365693
'gaze_vector':8.113185, 'gaze_vector_x':-0.354623, 'gaze_vector_y':0.05111364, 'gaze_vector_z':0.933594
'gaze_vector':8.125184, 'gaze_vector_x':-0.3682896, 'gaze_vector_y':0.05295026, 'gaze_vector_z':0.9281973
'gaze_vector':8.138771, 'gaze_vector_x':-0.375429, 'gaze_vector_y':0.05027411, 'gaze_vector_z':0.9254721
'gaze_vector':8.149873, 'gaze_vector_x':-0.3819997, 'gaze_vector_y':0.05093921, 'gaze_vector_z':0.9227549
'gaze_vector':8.162817, 'gaze_vector_x':-0.3910356, 'gaze_vector_y':0.05027379, 'gaze_vector_z':0.9189942
'gaze_vector':8.175001, 'gaze_vector_x':-0.3991931, 'gaze_vector_y':0.04891204, 'gaze_vector_z':0.9155604
'gaze_vector':8.187839, 'gaze_vector_x':-0.4094292, 'gaze_vector_y':0.04602952, 'gaze_vector_z':0.9111723
'gaze_vector':8.198816, 'gaze_vector_x':-0.4181523, 'gaze_vector_y':0.0457316, 'gaze_vector_z':0.9072099
'gaze_vector':8.209633, 'gaze_vector_x':-0.4268677, 'gaze_vector_y':0.04379071, 'gaze_vector_z':0.9032376
'gaze_vector':8.223073, 'gaze_vector_x':-0.4343739, 'gaze_vector_y':0.04309835, 'gaze_vector_z':0.8996885
'gaze_vector':8.241221, 'gaze_vector_x':-0.4489754, 'gaze_vector_y':0.04178029, 'gaze_vector_z':0.8925587
'gaze_vector':8.256326, 'gaze_vector_x':-0.4569956, 'gaze_vector_y':0.04132505, 'gaze_vector_z':0.8885004
'gaze_vector':8.268063, 'gaze_vector_x':-0.4635001, 'gaze_vector_y':0.04040825, 'gaze_vector_z':0.8851581
'gaze_vector':8.280118, 'gaze_vector_x':-0.4843159, 'gaze_vector_y':0.03681022, 'gaze_vector_z':0.8741047
'gaze_vector':8.291751, 'gaze_vector_x':-0.4912266, 'gaze_vector_y':0.03700253, 'gaze_vector_z':0.8702285
'gaze_vector':8.304316, 'gaze_vector_x':-0.4949663, 'gaze_vector_y':0.03557744, 'gaze_vector_z':0.8681668
'gaze_vector':8.315721, 'gaze_vector_x':-0.4879854, 'gaze_vector_y':0.02085182, 'gaze_vector_z':0.8725964
'gaze_vector':8.327445, 'gaze_vector_x':-0.4876908, 'gaze_vector_y':0.02565149, 'gaze_vector_z':0.8726265
'gaze_vector':8.340622, 'gaze_vector_x':-0.4846943, 'gaze_vector_y':0.01936509, 'gaze_vector_z':0.8744531
'gaze_vector':8.355314, 'gaze_vector_x':-0.521028, 'gaze_vector_y':0.04998819, 'gaze_vector_z':0.8520699
'gaze_vector':8.367184, 'gaze_vector_x':-0.5215733, 'gaze_vector_y':0.04605469, 'gaze_vector_z':0.8519487
'gaze_vector':8.377862, 'gaze_vector_x':-0.5130762, 'gaze_vector_y':0.04264081, 'gaze_vector_z':0.8572712
'gaze_vector':8.390617, 'gaze_vector_x':-0.5141487, 'gaze_vector_y':0.04874, 'gaze_vector_z':0.856301
'gaze_vector':8.404864, 'gaze_vector_x':-0.5149933, 'gaze_vector_y':0.02933314, 'gaze_vector_z':0.8566806
'gaze_vector':8.416498, 'gaze_vector_x':-0.5043097, 'gaze_vector_y':0.04010024, 'gaze_vector_z':0.862583
'gaze_vector':8.428159, 'gaze_vector_x':-0.4995703, 'gaze_vector_y':0.04261513, 'gaze_vector_z':0.8652142
'gaze_vector':8.438907, 'gaze_vector_x':-0.4934425, 'gaze_vector_y':0.04215135, 'gaze_vector_z':0.8687524
'gaze_vector':8.452124, 'gaze_vector_x':-0.4808722, 'gaze_vector_y':0.04518066, 'gaze_vector_z':0.8756238
'gaze_vector':8.464406, 'gaze_vector_x':-0.4735728, 'gaze_vector_y':0.0470831, 'gaze_vector_z':0.8794857
'gaze_vector':8.475801, 'gaze_vector_x':-0.4708875, 'gaze_vector_y':0.04722998, 'gaze_vector_z':0.8809155
'gaze_vector':8.489128, 'gaze_vector_x':-0.4563856, 'gaze_vector_y':0.04937481, 'gaze_vector_z':0.8883984
'gaze_vector':8.502783, 'gaze_vector_x':-0.4485416, 'gaze_vector_y':0.05082856, 'gaze_vector_z':0.892311
'gaze_vector':8.513878, 'gaze_vector_x':-0.4408733, 'gaze_vector_y':0.05201056, 'gaze_vector_z':0.896049
'gaze_vector':8.525129, 'gaze_vector_x':-0.434201, 'gaze_vector_y':0.05170199, 'gaze_vector_z':0.8993213
'gaze_vector':8.538939, 'gaze_vector_x':-0.4255162, 'gaze_vector_y':0.04801993, 'gaze_vector_z':0.9036692
'gaze_vector':8.550555, 'gaze_vector_x':-0.4148917, 'gaze_vector_y':0.04293966, 'gaze_vector_z':0.9088403
'gaze_vector':8.562772, 'gaze_vector_x':-0.4032063, 'gaze_vector_y':0.04488856, 'gaze_vector_z':0.9140056
'gaze_vector':8.578098, 'gaze_vector_x':-0.3820317, 'gaze_vector_y':0.05506665, 'gaze_vector_z':0.9224945
'gaze_vector':8.592352, 'gaze_vector_x':-0.3602797, 'gaze_vector_y':0.0579796, 'gaze_vector_z':0.9310405
'gaze_vector':8.604332, 'gaze_vector_x':-0.348352, 'gaze_vector_y':0.06008202, 'gaze_vector_z':0.9354298
'gaze_vector':8.615894, 'gaze_vector_x':-0.3311106, 'gaze_vector_y':0.05331957, 'gaze_vector_z':0.9420803
'gaze_vector':8.625798, 'gaze_vector_x':-0.3059607, 'gaze_vector_y':0.04530803, 'gaze_vector_z':0.9509571
'gaze_vector':8.640028, 'gaze_vector_x':-0.2761819, 'gaze_vector_y':0.04509587, 'gaze_vector_z':0.9600313
'gaze_vector':8.651965, 'gaze_vector_x':-0.2968155, 'gaze_vector_y':0.04694853, 'gaze_vector_z':0.9537677
'gaze_vector':8.664477, 'gaze_vector_x':-0.2917817, 'gaze_vector_y':0.05253803, 'gaze_vector_z':0.9550387
'gaze_vector':8.677094, 'gaze_vector_x':-0.3085535, 'gaze_vector_y':0.03095986, 'gaze_vector_z':0.9506871
'gaze_vector':8.688857, 'gaze_vector_x':-0.2931067, 'gaze_vector_y':0.02899395, 'gaze_vector_z':0.9556349
'gaze_vector':8.701173, 'gaze_vector_x':-0.2707494, 'gaze_vector_y':0.03703626, 'gaze_vector_z':0.961922
'gaze_vector':8.713133, 'gaze_vector_x':-0.254904, 'gaze_vector_y':0.04976897, 'gaze_vector_z':0.9656819
'gaze_vector':8.726673, 'gaze_vector_x':-0.2219335, 'gaze_vector_y':0.06316473, 'gaze_vector_z':0.9730051
'gaze_vector':8.736691, 'gaze_vector_x':-0.2109837, 'gaze_vector_y':0.0557014, 'gaze_vector_z':0.9758986
'gaze_vector':8.749466, 'gaze_vector_x':-0.2377319, 'gaze_vector_y':0.03498158, 'gaze_vector_z':0.9706869
'gaze_vector':8.759864, 'gaze_vector_x':-0.2226882, 'gaze_vector_y':0.01655567, 'gaze_vector_z':0.9747418
'gaze_vector':8.772402, 'gaze_vector_x':-0.2111691, 'gaze_vector_y':0.03093997, 'gaze_vector_z':0.9769574
'gaze_vector':8.78389, 'gaze_vector_x':-0.1958089, 'gaze_vector_y':0.04167321, 'gaze_vector_z':0.9797447
'gaze_vector':8.796084, 'gaze_vector_x':-0.1884144, 'gaze_vector_y':0.03838396, 'gaze_vector_z':0.9813316
'gaze_vector':8.807539, 'gaze_vector_x':-0.1773699, 'gaze_vector_y':0.0534919, 'gaze_vector_z':0.9826853
'gaze_vector':8.821668, 'gaze_vector_x':-0.1856744, 'gaze_vector_y':0.05604886, 'gaze_vector_z':0.9809984
'gaze_vector':8.833352, 'gaze_vector_x':-0.1710768, 'gaze_vector_y':0.05174439, 'gaze_vector_z':0.9838883
'gaze_vector':8.846889, 'gaze_vector_x':-0.1352112, 'gaze_vector_y':0.06196459, 'gaze_vector_z':0.9888698
'gaze_vector':8.858442, 'gaze_vector_x':-0.1274718, 'gaze_vector_y':0.05931929, 'gaze_vector_z':0.9900543
'gaze_vector':8.871501, 'gaze_vector_x':-0.1357505, 'gaze_vector_y':0.06072175, 'gaze_vector_z':0.9888691
'gaze_vector':8.882862, 'gaze_vector_x':-0.1237664, 'gaze_vector_y':0.0568755, 'gaze_vector_z':0.9906647
'gaze_vector':8.8962, 'gaze_vector_x':-0.1292989, 'gaze_vector_y':0.04974349, 'gaze_vector_z':0.9903464
'gaze_vector':8.908738, 'gaze_vector_x':-0.1223739, 'gaze_vector_y':0.0541693, 'gaze_vector_z':0.9909948
'gaze_vector':8.921223, 'gaze_vector_x':-0.1156169, 'gaze_vector_y':0.05409624, 'gaze_vector_z':0.9918059
'gaze_vector':8.933864, 'gaze_vector_x':-0.1018275, 'gaze_vector_y':0.05699614, 'gaze_vector_z':0.9931639
'gaze_vector':8.946288, 'gaze_vector_x':-0.07701685, 'gaze_vector_y':0.05936179, 'gaze_vector_z':0.9952461
'gaze_vector':8.959468, 'gaze_vector_x':-0.0697097, 'gaze_vector_y':0.05565205, 'gaze_vector_z':0.9960117
'gaze_vector':8.971996, 'gaze_vector_x':-0.06117447, 'gaze_vector_y':0.05332813, 'gaze_vector_z':0.9966943
'gaze_vector':8.983579, 'gaze_vector_x':-0.05072527, 'gaze_vector_y':0.0535894, 'gaze_vector_z':0.9972643
'gaze_vector':8.994993, 'gaze_vector_x':-0.02988779, 'gaze_vector_y':0.04971253, 'gaze_vector_z':0.9983105
'gaze_vector':9.008389, 'gaze_vector_x':-0.02705395, 'gaze_vector_y':0.04439496, 'gaze_vector_z':0.9986422
'gaze_vector':9.02112, 'gaze_vector_x':-0.02434678, 'gaze_vector_y':0.04229573, 'gaze_vector_z':0.9987944
'gaze_vector':9.034769, 'gaze_vector_x':-0.01239741, 'gaze_vector_y':0.04273359, 'gaze_vector_z':0.9990039
'gaze_vector':9.045954, 'gaze_vector_x':-0.003573261, 'gaze_vector_y':0.04222206, 'gaze_vector_z':0.9990946
'gaze_vector':9.058606, 'gaze_vector_x':0.008451208, 'gaze_vector_y':0.0438682, 'gaze_vector_z':0.998989
'gaze_vector':9.070851, 'gaze_vector_x':0.02715126, 'gaze_vector_y':0.04213323, 'gaze_vector_z':0.9987387
'gaze_vector':9.083609, 'gaze_vector_x':0.03458706, 'gaze_vector_y':0.04155281, 'gaze_vector_z':0.9985222
'gaze_vector':9.103352, 'gaze_vector_x':0.05313633, 'gaze_vector_y':0.04451462, 'gaze_vector_z':0.9975923
'gaze_vector':9.12028, 'gaze_vector_x':0.07939219, 'gaze_vector_y':0.04743933, 'gaze_vector_z':0.9957087
'gaze_vector':9.131227, 'gaze_vector_x':0.09083565, 'gaze_vector_y':0.04825228, 'gaze_vector_z':0.9946827
'gaze_vector':9.145166, 'gaze_vector_x':0.09884926, 'gaze_vector_y':0.04953033, 'gaze_vector_z':0.9938566
'gaze_vector':9.157422, 'gaze_vector_x':0.1243124, 'gaze_vector_y':0.05029291, 'gaze_vector_z':0.9909531
'gaze_vector':9.168455, 'gaze_vector_x':0.1380379, 'gaze_vector_y':0.04997515, 'gaze_vector_z':0.9891624
'gaze_vector':9.180233, 'gaze_vector_x':0.1576867, 'gaze_vector_y':0.04981848, 'gaze_vector_z':0.9862255
'gaze_vector':9.192339, 'gaze_vector_x':0.1767984, 'gaze_vector_y':0.05295188, 'gaze_vector_z':0.9828193
'gaze_vector':9.204666, 'gaze_vector_x':0.1893355, 'gaze_vector_y':0.05148643, 'gaze_vector_z':0.9805517
